image_filename,pass_fail_status,processing_time_s,total_defect_count,core_defect_count,cladding_defect_count,failure_reason_summary
13_s.bmp,ERROR_LOCALIZATION,0.07,0,0,0,Localization failed
14_s.bmp,ERROR_LOCALIZATION,0.06,0,0,0,Localization failed
15_s.bmp,ERROR_LOCALIZATION,0.06,0,0,0,Localization failed
