defect_id,zone,classification,centroid_x_px,centroid_y_px,length_um,width_um,width_px,area_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px
19700101000835-J65539-FTSPARE_D1,Core,Pit/Dig,596.6191280102947,424.82831362215825,,,653.9998779296875,326380,269,97,655,655
