Filename,Timestamp,Operating_Mode,Status,Total_Defects,Core_Defects,Cladding_Defects,Ferrule_Defects,Adhesive_Defects,Processing_Time_s,Microns_Per_Pixel,Error
ima19.jpg,2025-06-04T14:10:19.338965,PIXEL_ONLY,Review,1,1,0,0,0,8.58,N/A,
img38.jpg,2025-06-04T14:10:27.920900,PIXEL_ONLY,Review,1,1,0,0,0,7.08,N/A,
img63.jpg,2025-06-04T14:10:35.001695,PIXEL_ONLY,Review,1,1,0,0,0,6.91,N/A,
ima18.jpg,2025-06-04T14:10:41.912987,PIXEL_ONLY,Review,2,1,0,0,1,7.71,N/A,
